TO,FROM,REASON,SERVER,DATE,CHANNEL,,,,,,,
@Dan Knobelsdorf.eth#0326,Juankbell,"for attending the 6th Graviton session (that was last week). I want to tell that the 6th and 7th session share the same POAP, that is why i haven't send many of them. Look forward meeting you again today 😄 ",Token Engineering Commons,Mar-04-2021,🙌🏿praise,,,,,,,
@dandigitally#2489,Juankbell,"for attending the 6th Graviton session (that was last week). I want to tell that the 6th and 7th session share the same POAP, that is why i haven't send many of them. Look forward meeting you again today 😄 ",Token Engineering Commons,Mar-04-2021,🙌🏿praise,,,,,,,
@durgadas#9280,Juankbell,"for attending the 6th Graviton session (that was last week). I want to tell that the 6th and 7th session share the same POAP, that is why i haven't send many of them. Look forward meeting you again today 😄 ",Token Engineering Commons,Mar-04-2021,🙌🏿praise,,,,,,,
@freedumbs00#3857,Juankbell,"for attending the 6th Graviton session (that was last week). I want to tell that the 6th and 7th session share the same POAP, that is why i haven't send many of them. Look forward meeting you again today 😄 ",Token Engineering Commons,Mar-04-2021,🙌🏿praise,,,,,,,
@griff#3281,Juankbell,"for attending the 6th Graviton session (that was last week). I want to tell that the 6th and 7th session share the same POAP, that is why i haven't send many of them. Look forward meeting you again today 😄 ",Token Engineering Commons,Mar-04-2021,🙌🏿praise,,,,,,,
@JessicaZartler#2263,Juankbell,"for attending the 6th Graviton session (that was last week). I want to tell that the 6th and 7th session share the same POAP, that is why i haven't send many of them. Look forward meeting you again today 😄 ",Token Engineering Commons,Mar-04-2021,🙌🏿praise,,,,,,,
@Tonga#3112,Juankbell,"for attending the 6th Graviton session (that was last week). I want to tell that the 6th and 7th session share the same POAP, that is why i haven't send many of them. Look forward meeting you again today 😄 ",Token Engineering Commons,Mar-04-2021,🙌🏿praise,,,,,,,
@mateodaza#3156,Juankbell,"for attending the 6th Graviton session (that was last week). I want to tell that the 6th and 7th session share the same POAP, that is why i haven't send many of them. Look forward meeting you again today 😄 ",Token Engineering Commons,Mar-04-2021,🙌🏿praise,,,,,,,
@metaverde#2503,Juankbell,"for attending the 6th Graviton session (that was last week). I want to tell that the 6th and 7th session share the same POAP, that is why i haven't send many of them. Look forward meeting you again today 😄 ",Token Engineering Commons,Mar-04-2021,🙌🏿praise,,,,,,,
@santigs#9769,Juankbell,"for attending the 6th Graviton session (that was last week). I want to tell that the 6th and 7th session share the same POAP, that is why i haven't send many of them. Look forward meeting you again today 😄 ",Token Engineering Commons,Mar-04-2021,🙌🏿praise,,,,,,,
@Tam2140#9361,Juankbell,"for attending the 6th Graviton session (that was last week). I want to tell that the 6th and 7th session share the same POAP, that is why i haven't send many of them. Look forward meeting you again today 😄 ",Token Engineering Commons,Mar-04-2021,🙌🏿praise,,,,,,,
@ygg_anderson#4998,Juankbell,"for attending the 6th Graviton session (that was last week). I want to tell that the 6th and 7th session share the same POAP, that is why i haven't send many of them. Look forward meeting you again today 😄 ",Token Engineering Commons,Mar-04-2021,🙌🏿praise,,,,,,,
@Zeptimus#3359,Juankbell,"for attending the 6th Graviton session (that was last week). I want to tell that the 6th and 7th session share the same POAP, that is why i haven't send many of them. Look forward meeting you again today 😄 ",Token Engineering Commons,Mar-04-2021,🙌🏿praise,,,,,,,
@dandigitally#2489,Juankbell,for this really cool TEC info repo on Github https://github.com/danforth-restorative/TEC-INFO ,Token Engineering Commons,Mar-04-2021,🙌🏿praise,,,,,,,
@markop#2007,iviangita,"for making an issue on how to improve the UX (dashboard), for all his contributions in Comms and project management, and because he just gets stuff done ",Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@JeffEmmett#7202,iviangita,for making a great issue about how to break it up a little bit (TEC dashboard) ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@durgadas#9280,iviangita,for inviting Griff to a really fun call with the Spiral Dynamics crew ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Caeser (PST)#0046,iviangita,for working hard and helping a lot in legal documents ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@santigs#9769,iviangita,for working hard and helping a lot in legal documents ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@mateodaza#3156,iviangita,for diving into the Commons Stack praise quant and because Jess loves his presence in the meetings ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Tam2140#9361,iviangita,for participating in Source Cred hack sessions ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@freedumbs00#3857,iviangita,for participating in Source Cred hack sessions ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Zeptimus#3359,iviangita,for participating in Source Cred hack sessions ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@mateodaza#3156,iviangita,for participating in Source Cred hack sessions ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@liviade#1387,iviangita,for participating in Source Cred hack sessions ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@liviade#1387,iviangita,because their work contribute so much to the great path of the organization and we are getting ready to hatch ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Juankbell#7458,iviangita,because their work contribute so much to the great path of the organization and we are getting ready to hatch ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@eduardovegap#0422,iviangita,because their work contribute so much to the great path of the organization and we are getting ready to hatch ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@sem  🐝#0161,iviangita,because their work contribute so much to the great path of the organization and we are getting ready to hatch ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@JessicaZartler#2263,iviangita,because their work contribute so much to the great path of the organization and we are getting ready to hatch ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@santigs#9769,iviangita,because their work contribute so much to the great path of the organization and we are getting ready to hatch ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@freedumbs00#3857,iviangita,because their work contribute so much to the great path of the organization and we are getting ready to hatch ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Zeptimus#3359,iviangita,because their work contribute so much to the great path of the organization and we are getting ready to hatch ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@AmwFund#0979,iviangita,because their work contribute so much to the great path of the organization and we are getting ready to hatch ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@griff#3281,iviangita,because their work contribute so much to the great path of the organization and we are getting ready to hatch ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Tam2140#9361,iviangita,because their work contribute so much to the great path of the organization and we are getting ready to hatch ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@solsista#5370,iviangita,because their work contribute so much to the great path of the organization and we are getting ready to hatch ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@markop#2007,iviangita,because their work contribute so much to the great path of the organization and we are getting ready to hatch ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Juankbell#7458,iviangita,for their feedback on the transparency audit ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@eduardovegap#0422,iviangita,for their feedback on the transparency audit ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@liviade#1387,iviangita,for their feedback on the transparency audit ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@natesuits#4789,iviangita,for working on Gitbook agreements with Zep ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@durgadas#9280,iviangita,for working on Gitbook agreements with Zep ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@liviade#1387,iviangita,"for commenting on every document and giving feedback on everything, because she comes with a bias for humanity and for being Livia ",Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@JessicaZartler#2263,iviangita,for their fast work in Comms ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@markop#2007,iviangita,for their fast work in Comms ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@divine_comedian#5493,iviangita,for showing up and immediately getting stuff done ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@natesuits#4789,iviangita,for all his contributions for content ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@santigs#9769,iviangita,for helping Shawn last week go through and see Conviction Voting in practice that helps him understand things better and because Tam likes how he rolls in every meeting ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Vyvy-vi#5040,iviangita,for helping Mateo with the captcha issue in the Discord server ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@metaverde#2503,iviangita,for helping Mateo with the captcha issue in the Discord server ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@griff#3281,iviangita,for inviting Mateo to the praise quant session in CS ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Dan Knobelsdorf.eth#0326,iviangita,for inviting Mateo to the praise quant session in CS ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Juankbell#7458,iviangita,"for the Gravity sessions he is doing every week, for always being available, and for taking on the Discord migration ",Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@eduardovegap#0422,iviangita,for coming in one of the calls and said he underestimated it but he did not stop trying to go after it and because he is very committed and he is putting his heart and soul into the Hatch Outreach ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Tam2140#9361,iviangita,"for all the work she is doing in organizing the stewards group and making it easy for everybody to see what everyone is doing on Github, and because she is the big organizer of our hive ",Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@santigs#9769,iviangita,for helping Mateo write the Source Cred proposal ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@liviade#1387,iviangita,for helping Mateo write the Source Cred proposal ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@divine_comedian#5493,iviangita,for contributing some really cool pieces in the hatch outreach ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@natesuits#4789,iviangita,for contributing some really cool pieces in the hatch outreach ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Mount Manu#3530,iviangita,for coming in with a lot of enthusiasm and energy ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@kristofer#1475,iviangita,for coming in with a lot of enthusiasm and energy ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@JessicaZartler#2263,iviangita,for her new piece and always being a stabilizing and calm force in our community and for her beautiful blog article ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@AmwFund#0979,iviangita,for his excellent blog post ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@freedumbs00#3857,iviangita,"because he is non-stop and all his passion for NFT is fun to hear, and for the beautiful art he creates ",Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@celineflash#7578,iviangita,for waiting for Jess to onboard her in the Comms WG ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@divine_comedian#5493,iviangita,for all the energy they are bringing ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@natesuits#4789,iviangita,for all the energy they are bringing ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Mount Manu#3530,iviangita,for all the energy they are bringing ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Zeptimus#3359,iviangita,because he's always on the show supporting everybody ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@moritzfelipe#9923,iviangita,for coming to present the P2P learning platform ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Paula I Ape Unit#8497,iviangita,for coming to present the P2P learning platform ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Zeptimus#3359,iviangita,for helping with the Gitbook ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@natesuits#4789,iviangita,for helping with the Gitbook ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@griff#3281,iviangita,@eduardovegap@Tam2140 for their so much work onboarding hatchers ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@eduardovegap#0422,iviangita,@eduardovegap@Tam2140 for their so much work onboarding hatchers ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Tam2140#9361,iviangita,@eduardovegap@Tam2140 for their so much work onboarding hatchers ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@freedumbs00#3857,iviangita,@eduardovegap@Tam2140 for their so much work onboarding hatchers ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@sem  🐝#0161,iviangita,for the hard work with the contracts and the templates ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@solsista#5370,iviangita,for welcoming Paula ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@eduardovegap#0422,iviangita,for welcoming Paula ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@griff#3281,iviangita,for welcoming Paula ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@JessicaZartler#2263,iviangita,for welcoming Paula ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@liviade#1387,iviangita,for welcoming Paula ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@griff#3281,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@santigs#9769,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Juankbell#7458,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Zeptimus#3359,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@freedumbs00#3857,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@celineflash#7578,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Caeser (PST)#0046,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@mateodaza#3156,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Tam2140#9361,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@JessicaZartler#2263,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@sem  🐝#0161,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@liviade#1387,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Kris#8703,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@moritzfelipe#9923,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@Paula I Ape Unit#8497,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
@eduardovegap#0422,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,Mar-05-2021,🙌🏿praise,,,,,,,
